ID	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR2	SR3	SR4	SR5	SR6
1	1101	1085	1901	20766	3209	17901	2676	3135	1221	11882	97	4866	210	197	4496	3665	4876	3378	9328	11248	9151	13412	12062	8482
10	573	584	541	296	252	375	110	116	127	105	401	130	113	105	145	163	136	168	780	744	1018	83	53	83
100	11	0	5	152	18	97	0	3	2	311	0	245	215	139	88	151	42	49	16	5	25	18	17	28
1000	0	3	5	7	6	2	0	0	0	6	0	0	0	0	25	19	10	13	10	3	0	5	4	17
1001	0	0	9	0	14	4	8	0	0	5	0	0	1	4	10	13	6	10	0	0	4	16	28	20
1002	0	0	0	1	0	5	0	0	0	1	0	0	60	75	1	3	5	2	2	4	8	0	0	1
1003	11	0	9	14	10	19	0	5	0	2	0	0	1	6	0	3	2	6	0	0	3	11	5	15
1004	2	0	5	10	16	18	13	26	10	4	17	0	0	0	0	0	2	2	0	8	0	2	2	2
1005	19	14	24	2	0	1	19	19	25	1	1	4	10	9	0	0	1	2	0	0	0	0	1	0
1006	20	14	11	2	4	6	19	10	11	17	35	6	0	1	25	4	1	2	38	41	2	2	3	3
1007	2	16	2	2	0	1	7	3	3	3	9	6	0	0	17	1	0	2	14	26	4	1	1	0
1009	17	2	0	0	6	2	13	3	3	10	32	1	1	0	8	0	0	0	4	14	1	2	1	2
101	98	104	66	35	58	37	46	40	28	63	66	78	41	34	211	154	183	156	7	8	12	49	85	84
1010	0	9	17	0	0	1	18	18	51	0	0	0	6	7	2	1	1	0	2	1	3	0	0	1
1011	0	0	2	0	0	2	52	23	44	0	28	0	70	64	0	1	2	2	4	10	6	1	2	2
1012	0	0	0	0	3	0	0	0	8	0	92	1	0	0	0	0	0	0	0	0	0	0	0	0
1013	40	10	27	1	0	2	7	8	7	0	0	5	2	0	0	0	0	0	0	0	2	2	1	3
1014	25	35	18	4	6	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	1
1015	7	12	0	4	6	38	0	1	0	0	0	4	7	9	0	6	6	5	8	1	1	15	7	20
1016	2	0	2	9	0	4	0	0	0	8	0	8	5	8	1	5	8	10	4	0	16	6	3	3
1017	2	1	2	0	5	2	5	19	0	12	19	2	0	0	4	9	1	2	17	11	0	0	3	5
1018	2	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	12	3	22	28	31
1019	0	2	0	32	14	33	1	0	0	1	1	20	2	4	12	3	2	13	0	0	0	2	13	1
102	10	2	1	12	5	10	6	7	3	4	1	17	965	905	1	2	2	2	82	68	88	2	0	13
1020	0	0	0	8	1	5	0	0	0	36	0	30	16	7	18	6	7	11	0	0	0	4	2	5
1021	0	0	0	1	1	1	0	0	0	12	0	18	58	63	0	0	2	1	0	0	0	1	1	2
1022	3	3	6	6	1	4	4	0	0	0	1	0	29	33	5	1	3	2	0	25	8	10	8	12
1023	9	16	17	2	0	5	0	0	0	0	0	0	7	4	0	1	0	0	18	2	10	5	15	2
1024	11	10	0	1	2	0	12	23	3	0	0	0	0	0	0	0	0	0	23	21	19	2	1	0
1025	17	11	12	1	0	0	3	3	22	0	1	0	2	0	0	3	0	0	2	3	18	4	8	4
1026	2	3	6	2	4	1	14	28	34	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0
1027	29	25	23	0	7	0	0	2	0	0	0	1	0	0	4	10	3	3	0	0	0	1	1	0
1028	2	0	1	1	0	2	0	0	6	0	0	0	11	6	0	3	4	4	34	17	18	2	12	0
103	75	60	49	28	62	84	386	326	257	6	1	21	1	1	7	28	22	31	20	1	13	6	6	11
1030	2	13	11	35	0	16	0	0	3	0	0	0	0	1	5	6	1	2	0	0	0	1	17	0
1031	9	2	7	0	5	5	5	2	0	9	35	4	0	0	0	3	0	1	5	76	3	1	1	7
1032	30	34	8	0	6	4	6	18	23	0	10	0	3	2	1	0	2	1	3	0	3	11	8	9
1033	3	4	0	0	9	1	0	0	0	0	0	3	1	3	0	1	0	2	0	14	4	15	27	39
1034	0	2	2	0	1	1	3	1	0	0	0	0	0	0	44	17	8	14	0	0	0	0	3	1
1035	0	2	6	2	50	0	2	3	3	9	21	17	1	0	0	0	2	1	0	0	0	1	29	1
1036	0	0	3	2	3	5	6	0	0	4	0	4	0	0	0	1	1	5	13	0	4	24	61	39
1037	0	1	0	2	5	0	6	3	8	0	64	0	0	1	0	0	0	0	0	17	3	3	2	0
1038	0	0	0	0	0	0	1	0	1	1	28	0	0	1	0	0	0	0	24	16	33	2	0	1
1039	43	31	62	2	18	0	5	8	9	0	17	1	2	1	0	0	4	2	0	6	3	2	3	3
104	0	3	2	1	0	2	2	4	0	9	0	1	2	1	9	5	2	6	350	430	487	21	40	25
1040	4	10	2	6	6	0	2	0	0	2	0	4	1	0	0	2	4	4	4	0	16	15	18	19
1041	6	1	0	17	4	18	0	0	0	15	0	12	5	1	0	6	6	9	5	3	0	1	3	2
1042	13	6	5	0	0	1	2	6	17	0	0	4	0	3	4	1	1	5	28	10	28	2	4	9
1043	2	1	7	0	0	0	13	30	54	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0
1044	1	0	0	3	25	2	0	0	3	18	0	10	0	0	0	6	7	5	0	0	5	24	13	5
1045	6	4	4	2	2	8	0	4	4	16	0	1	0	0	5	6	1	4	0	5	3	12	11	9
1046	92	50	47	1	13	11	22	17	9	1	0	0	5	2	5	0	2	1	60	50	29	281	276	222
1047	0	2	0	0	1	0	2	1	7	0	57	0	0	0	0	1	0	0	36	18	25	2	29	1
1048	0	1	0	20	0	8	0	0	0	12	1	42	13	12	0	1	0	0	1	0	3	0	0	2
1049	0	0	1	1	0	0	0	0	7	0	0	0	0	0	0	3	1	2	28	31	5	22	9	7
1050	5	0	7	5	35	2	11	0	0	2	8	3	0	3	17	2	2	5	2	11	3	5	5	4
1051	2	0	2	0	0	2	9	27	31	0	8	0	2	0	0	0	0	0	13	12	40	1	2	1
1052	15	6	6	4	6	7	19	19	11	0	0	0	7	5	9	0	4	4	7	1	6	2	13	3
1053	0	3	6	3	6	0	0	0	0	0	0	1	0	0	0	4	3	8	5	0	4	20	28	25
1054	1	9	3	0	0	2	8	0	12	0	13	0	0	0	0	0	0	0	15	31	8	0	1	3
1055	0	8	14	1	3	0	0	0	0	5	0	0	24	40	0	0	1	2	0	0	3	6	8	13
1056	0	0	7	2	8	0	3	12	0	8	0	0	4	2	0	8	19	20	0	0	2	6	7	7
1057	0	0	2	0	0	0	34	12	25	0	0	0	1	1	0	0	0	2	0	17	3	0	0	0
1058	0	1	2	9	10	17	0	0	0	6	0	6	12	15	11	10	35	21	1	0	3	9	9	24
1059	0	0	0	0	0	0	0	0	6	0	83	0	0	0	0	0	2	0	0	0	0	0	0	0
106	20	70	98	32	167	50	47	76	30	96	84	103	4	8	65	150	150	161	57	4	8	88	54	94
1060	16	10	30	1	6	5	6	10	22	1	0	1	3	2	0	0	1	1	5	0	0	4	0	1
1061	27	16	17	0	0	0	6	8	4	0	0	0	4	6	0	0	0	0	0	1	10	4	0	2
1062	3	0	2	0	2	2	3	0	3	0	8	0	6	7	0	1	0	1	11	21	28	7	9	2
1063	6	0	0	17	0	2	0	1	0	0	0	0	1	1	0	0	2	1	0	0	2	32	27	20
1064	66	74	29	15	22	8	63	56	33	7	0	9	0	2	8	5	6	13	13	0	0	6	45	15
1065	4	0	0	0	11	0	0	0	0	2	0	12	0	0	3	6	3	3	0	2	1	33	37	24
1066	6	2	15	0	10	1	24	16	27	0	0	0	1	0	0	1	2	1	5	6	11	2	5	2
1067	3	7	2	2	6	4	23	18	19	3	31	3	0	0	25	1	2	0	26	65	12	1	0	5
1068	0	2	1	20	18	10	19	8	0	4	1	0	1	1	0	6	1	1	0	11	0	0	1	1
1069	1	6	8	1	0	2	1	0	5	0	60	0	3	3	0	0	0	2	1	6	2	0	0	0
107	10	12	3	849	2	196	22	21	9	18	2	1	2	3	4	13	14	13	9	29	3	2	2	3
1070	0	10	0	14	25	15	8	0	2	1	28	10	9	4	3	1	2	10	0	1	17	18	39	31
1071	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	9	38	28	24	31	37
1072	0	0	0	0	0	0	0	0	5	0	83	0	2	1	0	0	0	0	0	0	0	0	0	0
1073	6	4	14	0	0	0	6	2	35	0	7	0	5	10	0	0	0	0	0	0	0	2	3	0
1074	10	0	3	0	22	4	0	0	0	1	10	2	0	0	0	2	2	0	1	0	0	43	22	32
1075	9	2	17	0	19	0	0	8	3	22	0	20	1	0	0	0	2	1	13	0	0	2	1	0
1076	0	4	10	0	66	0	3	4	3	0	14	0	2	0	0	1	0	0	0	0	0	0	0	0
1077	0	1	0	4	17	3	0	5	3	0	0	0	0	1	19	2	3	5	14	0	0	14	16	11
1078	7	0	2	5	0	5	12	29	42	0	0	0	1	0	5	2	6	3	0	0	0	3	10	4
1079	3	9	2	2	0	0	7	53	0	0	0	4	0	0	8	1	2	0	0	1	0	3	1	4
108	7	0	3	2	0	0	2	0	90	1	1129	4	0	0	0	0	0	0	0	1	0	0	1	2
1080	71	44	10	1	18	0	0	0	0	5	0	0	0	0	0	1	1	2	9	0	0	0	0	0
1081	0	1	13	0	57	0	2	1	0	0	0	0	5	7	0	4	1	0	0	0	0	0	0	0
1083	0	0	0	0	2	2	0	0	0	5	0	0	0	0	44	9	13	13	0	0	0	1	0	0
1084	0	0	0	1	0	0	1	0	6	1	15	0	3	2	0	2	0	0	14	34	12	4	9	18
1085	5	5	1	12	9	6	4	0	4	7	1	0	3	1	12	1	0	12	6	0	0	9	13	4
1086	0	1	7	9	54	13	0	1	3	4	0	1	14	15	2	13	14	13	0	28	0	9	18	14
1087	0	0	9	0	76	2	0	0	0	4	0	1	3	2	0	1	1	2	0	0	0	0	0	0
1088	1	0	1	3	6	11	2	8	2	15	3	12	0	0	20	6	14	7	1	8	4	8	8	5
1089	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	13	8	36	0	0	1	2	0	0
109	8	32	68	51	206	80	29	18	22	63	26	78	19	14	67	82	78	96	20	23	23	107	110	144
1090	0	0	0	0	1	0	1	6	26	0	0	0	0	0	0	0	0	0	16	26	34	0	0	0
1091	0	2	1	1	5	0	0	0	8	0	111	1	1	0	1	1	1	0	0	0	0	0	3	3
1092	0	0	0	0	0	2	7	0	0	1	0	3	0	0	30	28	29	23	0	0	0	1	0	3
1093	3	11	24	0	0	1	8	18	37	1	0	0	1	2	0	0	0	1	1	11	4	3	3	1
1094	15	6	6	2	0	4	50	16	2	0	0	4	0	0	0	0	0	2	1	0	0	0	1	2
1095	2	0	0	2	0	0	5	0	0	4	86	0	0	2	0	0	2	0	0	0	0	2	3	2
1096	26	22	13	0	32	0	0	0	1	0	8	1	0	0	0	0	0	1	0	0	0	0	0	0
1097	0	4	3	8	0	11	0	0	1	4	0	10	0	0	7	7	8	12	0	0	0	8	10	11
1098	4	15	12	5	4	6	20	28	37	1	1	1	0	0	0	0	1	0	5	14	0	0	0	0
1099	0	0	5	8	2	7	1	6	0	0	14	1	1	0	9	2	4	2	13	0	8	24	39	32
11	277	321	340	2	33	2	69	84	173	340	1	359	2842	3161	37	22	21	23	0	11	3	15	7	155
110	10	1	2	2	2	3	518	586	155	1	0	12	0	0	1	17	23	68	0	2	0	4	4	5
1100	1	0	10	25	17	11	0	1	7	12	0	9	3	5	18	10	36	16	5	23	3	21	8	11
1101	0	1	6	17	6	12	6	4	6	8	0	5	13	3	12	2	4	9	9	8	2	15	14	21
1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	23	43	0	0	1
1104	5	11	21	6	4	3	0	0	1	0	0	0	10	18	1	2	2	5	9	3	6	3	2	4
1105	9	2	3	0	0	2	0	13	14	0	0	0	2	0	0	0	0	0	10	2	3	9	26	3
1106	12	7	17	0	2	0	0	1	0	1	0	5	0	1	0	0	0	0	6	1	0	16	12	13
1107	11	16	11	2	14	4	13	7	5	10	39	3	1	1	41	1	1	1	26	56	6	5	1	1
1108	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	23	38	24	0	1	0
1109	0	1	0	2	0	0	0	0	0	0	77	7	0	0	0	0	0	0	0	0	0	1	0	0
111	79	73	93	20	275	21	26	31	21	171	86	163	12	12	78	46	45	54	0	2	13	69	121	53
1110	0	7	4	1	15	10	28	16	6	12	28	16	1	2	12	2	1	2	9	17	2	0	3	7
1111	0	0	1	1	3	0	2	1	0	0	0	1	8	9	0	0	0	0	11	35	16	0	0	0
1112	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	23	45	42	1	0	0
1113	5	0	7	5	3	5	19	13	12	2	11	4	0	0	5	0	5	1	0	0	3	4	1	7
1114	6	10	7	2	21	3	0	0	0	0	13	8	2	7	0	9	6	7	0	0	0	12	25	18
1115	19	15	1	13	8	11	0	0	1	8	0	3	4	5	0	0	1	6	0	0	0	1	0	2
1116	0	1	12	0	16	1	0	2	2	14	0	21	17	24	6	6	5	2	0	0	0	1	0	2
1117	0	0	12	0	36	4	1	3	1	34	5	21	1	0	0	5	2	5	0	0	1	6	21	6
1118	0	0	2	10	2	21	3	5	0	4	6	1	0	0	0	18	21	38	0	1	13	0	4	2
1119	0	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	42	2	1	2
112	88	80	48	4	52	3	282	233	37	0	0	1	0	0	0	1	4	0	5	0	3	229	207	188
1120	0	0	2	2	7	2	13	13	4	2	0	3	0	1	28	0	0	0	6	12	5	2	0	4
1122	0	8	0	1	0	10	2	3	3	0	20	7	0	0	6	0	0	0	0	39	8	0	0	0
1123	0	0	0	1	5	0	15	3	0	0	1	0	1	0	0	1	1	0	26	30	19	4	0	3
1124	0	0	0	0	0	0	13	22	9	0	0	0	0	0	0	0	0	0	0	9	2	13	5	7
1125	15	15	1	1	8	1	9	8	14	1	0	11	1	1	0	6	4	0	0	1	1	2	7	6
1126	4	0	0	9	0	7	2	1	0	21	0	29	1	1	3	1	3	2	0	0	1	2	3	4
1127	8	3	9	0	21	2	3	7	1	7	0	7	1	0	5	7	2	4	0	0	0	6	4	14
1128	0	0	2	46	4	4	0	4	0	0	0	0	1	0	0	0	1	0	0	10	12	13	14	11
1129	0	0	0	0	6	0	2	0	1	12	1	1	0	0	23	8	7	5	0	0	7	12	11	13
113	132	122	41	24	104	52	157	109	135	91	414	144	12	7	265	17	15	36	255	307	100	13	14	45
1130	4	5	4	5	4	5	4	6	3	1	0	2	0	0	16	13	8	14	2	1	0	1	0	2
1131	5	1	0	2	6	2	0	3	3	15	2	21	10	7	9	17	11	12	0	0	0	0	4	3
1132	0	1	0	3	0	2	0	0	10	6	2	0	2	3	0	12	9	12	0	0	7	12	19	4
1133	2	2	7	0	1	2	9	5	8	0	0	0	1	1	0	0	0	1	4	28	28	8	4	8
1134	0	0	2	18	2	21	0	0	0	1	0	1	7	6	4	13	28	17	5	0	9	23	14	5
1135	0	5	2	6	9	11	3	7	5	13	22	9	1	0	9	13	13	11	0	0	4	7	5	6
1136	1	0	6	0	5	0	3	4	3	0	0	6	0	0	0	0	3	1	0	0	2	11	16	38
1137	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	27	51	21	2	3	8
1138	0	3	0	0	4	0	17	8	0	7	16	13	0	0	66	0	0	0	0	0	6	0	0	0
114	72	41	92	10	122	28	78	88	106	60	95	71	21	10	65	109	57	114	9	1	5	30	52	28
1140	23	4	12	1	3	1	9	11	28	1	0	1	0	0	0	2	12	5	0	2	1	6	4	2
1141	7	7	26	0	11	1	0	0	0	4	0	0	1	0	0	2	1	1	0	0	0	3	29	3
1143	12	9	22	0	10	4	0	0	0	0	0	1	0	0	0	6	8	13	0	0	0	14	2	10
1144	28	25	20	0	0	2	3	2	0	2	1	0	0	0	4	1	1	1	0	0	0	1	1	2
1145	5	1	8	13	7	36	1	0	0	7	13	0	0	2	3	1	1	2	9	0	6	6	12	24
1146	4	2	6	1	2	2	1	0	0	16	0	14	1	0	0	2	6	2	1	0	0	7	14	5
1147	11	0	1	20	0	11	3	0	3	0	0	4	2	0	0	9	6	4	0	0	8	18	23	7
1148	0	2	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	31	13	21	4	3	3
1149	0	0	3	2	1	2	0	0	0	0	0	20	0	0	16	22	18	47	0	1	3	0	2	3
115	0	0	1	13	1	26	0	0	0	239	2	382	493	443	1	5	2	0	4	14	0	0	1	31
1150	0	0	0	2	0	8	0	0	0	0	0	0	0	0	19	24	20	35	0	0	0	0	0	1
1151	1	0	0	17	0	17	0	0	0	0	1	0	6	5	0	0	2	2	9	31	3	3	3	5
1152	0	0	0	10	0	4	0	0	0	0	0	0	0	1	1	1	1	1	1	0	17	15	10	20
1153	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	90	2	7
1154	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	13	69	1	6	0
1155	3	10	2	2	4	5	0	0	0	6	0	0	7	1	0	5	10	7	4	11	6	2	1	2
1156	5	1	2	1	4	0	2	3	5	0	0	0	4	9	0	0	0	1	10	9	5	4	16	1
1157	8	14	3	0	6	1	1	2	4	0	1	0	0	0	4	0	2	1	0	0	5	15	15	38
1158	10	39	24	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	6	1	13	0
1159	9	2	12	3	31	20	3	8	3	0	0	0	0	0	6	2	0	4	0	0	0	5	1	2
116	36	47	36	23	60	28	165	58	41	111	50	127	4	5	84	16	11	15	239	139	68	22	12	18
1161	6	5	5	2	10	0	0	0	0	23	0	13	2	3	20	8	6	1	0	0	0	1	3	2
1162	0	2	0	10	0	13	30	16	13	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0
1163	10	9	0	2	6	7	0	2	0	4	5	11	0	0	20	2	1	2	9	26	4	0	0	6
1165	0	0	0	1	2	0	3	12	4	10	2	1	1	3	0	1	3	0	4	0	0	24	33	23
1166	1	2	2	14	2	13	6	3	1	21	1	48	7	11	7	11	15	14	1	1	1	4	6	10
1167	29	16	0	0	0	2	9	23	7	0	0	0	4	2	0	0	1	1	4	0	7	2	3	0
1168	15	3	0	1	2	4	9	7	0	4	0	0	1	0	0	0	0	0	23	11	23	0	0	0
1169	3	18	17	0	18	0	3	8	10	0	0	4	1	5	0	0	1	0	0	0	0	0	0	0
117	0	2	4	91	4	47	0	0	0	4	0	36	25	15	230	174	365	264	0	0	7	15	12	5
1170	11	10	3	5	0	5	12	23	1	9	0	10	0	0	0	0	0	2	0	0	0	1	0	0
1171	14	3	7	5	2	7	8	14	0	8	0	2	3	1	4	2	2	0	13	1	14	11	11	19
1172	6	10	0	1	11	0	0	0	0	0	0	7	2	3	0	9	6	16	0	0	0	3	8	9
1173	29	17	4	1	0	0	1	1	0	5	0	6	2	1	1	2	1	1	0	0	0	0	0	0
1174	3	3	2	3	6	2	6	7	3	10	20	4	1	0	21	1	0	2	35	0	6	1	0	0
1175	6	12	9	0	0	0	11	15	42	6	2	0	6	4	0	0	0	2	1	0	3	4	2	2
1176	31	31	26	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	0	0	2	0	0	0	2	3	13	0	0	0	1	0	0	0	0	0	11	31	23	6	3	2
1178	0	0	4	0	0	0	26	23	15	0	0	0	0	0	0	0	0	0	0	7	15	2	0	0
1180	10	2	3	0	0	2	28	30	2	0	0	0	0	0	0	0	0	0	0	0	0	31	38	22
1181	10	8	27	0	0	2	0	0	0	5	0	0	17	22	0	0	0	0	0	0	4	2	1	5
1182	10	15	14	0	3	0	4	10	7	0	0	0	1	0	0	0	0	0	0	5	11	3	1	2
1184	6	1	1	0	3	3	1	8	0	0	0	0	1	1	1	0	2	0	10	21	23	15	24	15
1185	31	6	35	19	15	18	21	3	23	5	9	12	9	5	0	5	6	5	0	13	9	5	13	9
1186	0	0	2	2	5	1	0	0	0	4	0	4	0	0	0	0	1	0	6	18	12	15	19	11
1187	1	0	1	32	0	25	0	0	0	0	1	0	4	7	0	0	0	1	9	0	13	0	0	2
1188	0	0	0	39	0	42	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	20	63	1	0	2
119	135	166	121	13	179	190	46	48	24	45	6	67	66	70	27	35	33	36	0	0	0	2	1	11
1190	5	8	12	12	0	1	0	0	2	1	0	14	34	24	0	2	5	2	0	0	0	2	1	2
1192	15	11	20	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	21	8	14
1193	0	2	3	0	0	1	7	4	11	0	0	0	2	1	11	0	0	0	0	13	14	9	7	5
1194	0	10	0	3	23	3	0	10	3	29	0	7	0	0	9	1	3	3	0	0	7	0	3	0
1195	0	2	2	1	4	3	14	0	0	0	0	0	0	0	0	0	0	0	4	6	3	38	28	37
1196	2	2	1	14	13	6	0	3	17	32	0	31	2	2	24	6	2	2	5	8	3	4	8	0
1197	0	0	1	6	4	4	1	0	0	10	9	1	4	2	0	8	3	16	0	0	0	16	15	11
1198	0	0	0	5	0	3	0	0	1	1	6	1	2	2	7	17	24	26	8	0	0	0	0	1
1199	0	0	0	0	7	0	0	0	0	0	0	0	0	1	14	26	18	28	0	0	0	2	3	0
12	212	246	481	30	453	69	42	13	21	48	7	13	1115	1194	7	39	11	9	774	853	1185	144	109	110
120	40	90	61	114	96	159	13	37	16	42	53	92	73	96	62	120	110	115	51	92	68	66	57	65
1200	0	0	0	0	1	1	0	0	0	0	0	0	10	3	3	37	19	38	0	0	0	1	3	5
1201	0	0	0	0	0	0	0	0	4	0	73	1	0	3	0	2	0	1	0	0	0	2	1	2
1202	20	41	10	0	1	0	12	5	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0
1203	19	6	2	4	1	2	15	20	42	1	0	0	0	2	0	0	0	0	3	10	8	2	0	2
1205	3	2	8	1	16	3	0	6	0	1	18	7	0	0	14	6	2	3	0	0	0	4	4	3
1206	16	2	17	11	17	31	5	0	3	5	0	12	4	4	1	28	16	20	0	0	0	2	14	11
1207	0	3	2	8	4	33	2	2	3	0	0	0	0	1	12	15	15	13	4	12	1	0	0	0
1208	7	6	5	2	0	8	0	3	3	4	5	0	0	1	1	3	5	13	7	0	6	14	30	11
1209	0	1	2	0	0	0	2	4	8	0	31	2	0	0	0	0	0	0	11	13	8	2	0	0
121	70	54	81	11	169	28	16	18	40	81	523	55	12	12	1	54	35	70	10	40	27	17	17	29
1210	0	0	2	7	4	9	5	3	0	0	0	6	0	0	10	10	4	10	2	0	4	4	4	7
1211	0	4	7	5	0	7	30	28	0	6	0	4	0	1	0	2	3	1	0	0	2	7	2	6
1212	0	0	0	3	6	15	1	0	0	21	0	1	2	10	1	6	23	33	2	0	2	3	2	10
1213	0	6	1	0	2	8	0	4	3	7	2	21	1	1	12	7	6	9	3	7	22	8	8	5
1215	0	0	0	0	0	0	0	0	0	0	0	0	61	43	0	0	0	1	0	0	6	0	0	2
1216	8	10	9	3	29	9	0	1	0	19	1	7	1	1	12	9	19	8	16	14	16	108	90	124
1217	1	1	4	10	2	8	10	9	0	3	0	4	0	0	15	5	2	12	0	0	0	6	3	3
1218	6	0	0	11	7	2	0	0	0	2	0	10	2	0	4	4	8	0	0	0	3	10	9	10
1219	10	8	2	1	5	3	18	3	8	0	0	0	5	3	0	0	1	0	6	9	10	1	3	2
122	27	17	73	102	92	92	16	51	114	142	17	135	25	14	61	60	63	70	3	1	6	63	74	33
1220	10	0	0	2	6	5	0	0	0	0	6	0	0	0	9	2	0	3	34	11	3	2	2	7
1221	11	7	2	0	0	2	0	3	0	0	0	6	0	1	12	4	9	5	0	0	2	9	7	7
1222	0	2	0	0	10	2	0	0	0	0	1	0	0	0	5	11	11	13	8	1	1	5	17	9
1223	0	0	0	5	0	2	0	0	0	4	0	14	0	0	11	9	6	20	0	0	0	2	3	2
1224	0	0	3	4	23	11	2	0	0	4	11	15	0	0	0	4	6	5	0	0	1	3	3	4
1225	0	0	2	2	0	5	0	6	2	1	0	6	0	2	0	6	7	8	24	0	2	11	7	7
1227	0	0	0	0	0	1	0	0	0	0	0	0	59	73	0	0	0	1	0	0	0	0	0	2
1228	15	2	6	2	6	2	8	6	3	0	0	4	1	1	0	4	3	0	0	9	25	15	20	18
1229	8	14	30	0	0	0	4	2	5	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0
123	2	0	19	57	69	41	0	1	8	114	9	86	4	0	235	191	167	257	2	29	18	32	32	42
1230	2	7	5	1	2	0	0	0	0	0	0	0	2	2	0	0	1	1	16	6	27	3	7	8
1231	12	1	0	14	1	21	21	10	21	0	0	0	1	1	5	21	19	16	0	0	0	2	2	2
1232	4	2	6	2	8	2	30	14	33	10	2	6	0	0	2	6	5	7	0	0	0	4	3	1
1233	1	0	12	5	0	3	15	14	1	0	0	0	0	0	0	0	1	1	5	18	8	0	0	2
1234	5	2	0	0	0	3	30	11	0	0	0	0	0	0	0	0	0	0	41	12	4	2	2	1
1235	15	5	6	2	4	4	5	26	7	5	11	4	2	2	31	6	2	0	0	25	0	5	1	8
1237	3	6	6	1	21	2	1	0	0	1	0	0	3	2	0	6	2	1	0	4	3	32	21	33
1238	0	2	0	2	0	4	0	13	0	7	33	2	0	0	8	3	5	2	2	12	2	2	1	2
1239	0	3	1	0	0	0	19	19	27	0	0	0	4	3	0	0	0	0	2	1	1	0	1	3
124	191	137	248	2	18	2	48	21	70	1	1	1	199	207	13	2	6	2	2	14	30	18	64	4
1240	0	2	2	2	0	3	5	26	9	1	0	0	0	0	0	0	1	2	2	12	14	16	26	33
1241	1	7	2	0	0	0	6	5	74	0	0	1	1	3	0	0	0	0	0	0	2	2	1	0
1242	10	0	3	0	6	4	6	3	3	1	9	12	0	0	9	2	0	2	0	9	3	0	0	0
1243	2	2	2	0	0	0	10	7	26	0	0	0	1	0	0	1	0	0	0	0	16	8	6	10
1244	7	6	10	2	10	5	1	3	21	1	1	0	1	0	0	0	2	0	5	0	23	3	8	0
1246	1	0	4	0	0	1	5	41	29	1	0	0	3	0	0	0	0	0	0	0	0	2	1	0
1247	11	8	8	0	2	0	0	1	5	0	1	0	2	0	0	0	0	0	15	0	17	6	2	2
1248	1	7	3	1	0	0	7	12	40	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0
1249	0	4	10	2	12	11	7	0	1	9	0	20	3	4	7	17	4	8	3	8	13	9	12	7
125	0	0	2	44	5	43	3	0	2	83	1	22	9	10	299	302	324	349	0	0	3	7	3	12
1250	0	0	4	0	1	0	1	3	8	0	15	0	1	1	0	0	0	0	9	11	38	3	7	3
1251	0	0	0	1	1	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	28	33	30
1253	16	2	2	2	0	1	7	26	13	0	0	0	0	0	2	0	0	0	0	0	0	7	4	0
1254	10	6	5	1	2	0	8	4	0	4	0	1	16	21	0	2	0	3	0	0	0	2	0	1
1255	6	8	11	0	0	2	8	10	31	1	0	0	0	1	0	0	0	0	0	0	0	0	4	4
1256	15	4	6	1	1	5	0	0	0	0	2	0	0	0	0	0	1	0	9	26	0	6	3	9
1257	6	1	4	0	4	3	6	5	1	20	2	12	1	0	1	0	1	3	9	20	2	1	3	2
1258	10	11	8	0	0	0	7	19	25	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
1259	10	5	0	0	0	2	8	11	3	0	0	0	0	0	6	0	0	1	27	0	3	1	1	1
126	70	47	111	39	6	38	200	218	325	7	0	3	42	60	0	13	19	9	26	5	38	11	15	16
1260	0	5	5	0	17	1	1	7	1	5	0	0	0	0	1	2	2	5	1	0	5	15	10	2
