ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC
620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	5	9	0	31	1	0	0	0	0	0	0	1	4	1	2	6	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0
622	1	1	0	0	0	0	0	7	12	1	0	0	27	0	2	13	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
623	1	10	1	0	5	0	0	0	16	0	17	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
624	0	0	4	0	0	23	0	0	0	0	1	53	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	7	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
626	1	10	0	1	2	0	0	2	0	1	8	1	0	0	1	0	0	4	6	1	1	1	1	1	6	1	7	2	0	0	1	5	7
627	0	0	3	0	0	1	0	0	9	0	0	4	0	52	1	6	6	0	0	0	1	0	10	1	0	21	0	5	0	0	2	0	0
628	0	0	0	0	0	0	0	0	0	1	1	6	0	1	0	3	7	0	3	0	0	0	0	0	0	0	0	0	0	0	34	11	5
629	3	9	1	0	0	0	0	0	0	0	0	0	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	1957	3	7	0	0	38	8	5	6	21	0	68	1	9	42	0	0	232	63	0	0	85	0	3	102	0	12	1	0	112	0	14	0
630	1	17	0	0	2	1	0	6	0	0	3	0	0	0	1	0	2	1	9	0	0	2	0	1	0	0	1	1	1	0	1	0	2
632	0	1	2	0	0	9	0	0	49	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	0	0	27	0	0	0	0	0	0	0	0	7	7	0	0	2	0	0	0	0	0	0	4	1	0	23	0	0	0	0	0	1	0
635	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	3	14	0	0	6	0	0	0	1	1	28	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	2	0
639	27	8	15	0	0	19	0	0	1	2	0	15	4	25	6	11	0	1	7	0	26	2	0	0	4	1	4	5	0	0	0	2	1
64	0	0	9	0	0	21	0	0	1	1	0	18	0	5	1	0	0	182	2	0	0	8	4	1	0	629	176	5	0	1	0	1698	0
640	0	0	0	0	48	2	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
643	2	34	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644	0	0	0	0	0	0	14	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645	0	0	0	0	0	2	0	1	0	10	0	1	0	0	1	0	0	0	0	0	0	0	23	0	1	7	0	0	2	13	4	0	0
646	2	6	1	0	0	0	0	1	0	5	15	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	1	1
647	0	27	4	0	1	4	0	0	0	1	18	2	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
649	0	0	0	0	0	0	4	0	3	2	0	0	7	24	33	0	16	3	1	0	6	0	7	6	0	3	10	0	2	0	8	1	0
65	1	1	3	0	1	0	0	1	0	0	1	42	0	10	1	13	43	5	37	0	1	1	0	0	0	0	4	0	2	1	1763	491	8
650	0	0	0	0	0	0	14	7	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	1	0	0	0	0	1
651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0	24	0	0	0	0	1	0	0	0	0
654	7	7	2	1	1	2	2	2	0	2	1	1	2	3	1	0	0	0	1	1	0	1	2	2	0	1	0	0	1	1	0	0	1
655	0	0	53	0	0	1	0	2	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
656	1	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	32	0	0	0	0	0	56	1	0	0	0	7	4	0	0	0
657	0	0	0	0	0	0	0	0	0	0	2	9	0	0	1	0	0	0	1	0	0	0	0	0	1	5	0	0	66	8	0	0	0
658	1	4	1	1	0	0	3	3	5	3	4	4	1	4	1	0	0	0	1	0	0	0	2	3	0	0	0	0	0	2	1	0	0
659	0	22	6	0	2	0	0	0	5	0	9	0	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
66	0	9	0	0	1	329	0	15	62	0	26	74	4	0	1979	0	32	33	47	0	280	0	3	43	2	3	100	1	6	1	1	34	3
660	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	2	56	0	0	0	2	1	1	0
662	2	6	0	0	0	0	1	15	9	1	9	2	1	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0
663	56	27	1	0	6	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
666	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
667	1	0	1	0	1	0	1	14	6	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	1	0	2	0
669	0	2	1	0	3	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	170	7	20	49	69	17	53	9	58	91	62	38	1	17	541	0	0	42	1	0	2	8	332	16	380	23	795	243	0	0	0	0	0
670	3	2	0	3	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	2	0	8	0	0	0	0	0	1	0
671	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0
672	26	7	0	40	29	0	267	165	0	46	2	0	1	1	23	0	0	1	1	6	8	1	4	3	7	1	6	18	3	17	0	0	0
673	1	5	1	7	2	1	7	97	64	0	0	1	1	0	4	0	0	0	1	2	1	0	7	15	0	9	0	0	0	0	0	1	0
674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0
675	9	4	0	0	1	0	0	0	0	0	20	1	0	2	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
676	0	11	0	0	1	0	0	2	0	0	20	1	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	1	2
677	0	2	9	0	1	6	0	0	7	0	0	28	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0
678	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	7	0	0	0	13	0	0	0
679	0	2	1	0	1	0	0	2	0	0	2	1	0	2	0	5	22	7	6	0	0	0	0	1	0	0	1	0	0	0	107	72	26
68	7	3	1	0	1	2	0	1	2111	1	1	1	4	0	3	0	0	0	1	0	33	0	9	116	0	157	0	0	0	13	0	0	0
680	2	6	1	0	1	1	0	29	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
681	0	9	0	0	0	0	0	0	0	0	41	0	0	0	0	2	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	4
682	0	2	0	0	0	1	0	0	33	0	0	0	0	0	7	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0
683	0	0	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0
684	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
686	16	14	9	0	0	0	0	0	0	0	3	13	0	2	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
687	5	4	0	1	5	0	0	0	0	2	5	1	0	0	1	0	1	0	1	0	0	2	9	0	2	0	0	3	0	0	0	0	0
689	0	0	2	0	0	7	0	0	26	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	5	1	0	0	0	0	95	537	1	1646	3	0	9	1	5	0	0	0	1	0	0	0	89	3	34	0	0	0	0	0	0	0	0
690	0	0	0	0	0	3	0	0	33	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
691	1	0	0	0	0	68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	0	1	0	0	0	0	6	0	0	13	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
693	0	0	1	0	4	2	0	0	14	1	0	0	0	0	1	2	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
694	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0
695	4	6	0	1	3	0	0	0	0	2	5	1	0	0	0	0	0	1	0	0	0	1	9	0	2	0	0	7	0	0	0	1	0
696	6	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	3	0	23	0	0	0	1	0	0	0
697	9	4	0	2	6	0	0	0	0	2	6	1	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	4	0	0	0	1	0
698	3	8	0	0	15	0	0	1	0	1	8	3	0	0	2	0	0	2	1	1	0	2	0	0	2	0	1	0	0	0	0	1	1
699	0	2	1	0	2	0	1	30	1	2	2	0	0	1	3	0	0	0	0	0	1	0	0	1	0	1	1	2	0	1	0	0	0
7	89	42	22	5	2	48	44	57	37	6	5	12	1939	17	1459	136	11	10	12	10	1413	181	167	2380	199	1266	125	1130	6742	4350	109	33	23
700	0	0	1	0	0	10	0	0	23	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
701	0	0	14	0	0	12	0	0	25	0	1	21	0	6	2	0	0	1	0	0	3	0	0	5	0	0	17	5	1	0	0	0	0
703	0	6	0	2	2	0	0	1	0	3	6	0	0	0	1	0	0	0	1	0	1	0	7	0	2	0	0	4	0	0	0	0	0
704	0	0	8	0	0	0	0	0	1	0	0	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
707	0	0	0	0	0	1	0	0	0	0	3	1	0	6	2	0	0	14	2	0	13	0	1	1	9	0	14	11	0	0	0	1	0
708	2	1	0	0	0	71	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
709	0	0	0	0	0	0	0	0	0	37	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
71	2	0	0	5	0	1	5	0	0	173	0	2	57	45	47	1	220	464	372	0	12	12	18	0	2	5	914	8	119	1	63	271	0
711	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	1	2	1	0	0	1	1	4	2	1	1	4	0	1	2	0	0	0	3	0	0	1	1	2	0	2	0	0	0	0	1	0	0
713	1	24	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
714	0	2	6	0	0	1	0	3	29	0	5	4	42	3	1	2	1	4	4	0	6	28	2	61	21	1	7	0	0	162	1	0	9
718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	37	1	0
719	2	3	0	18	6	1	0	3	10	1	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0
72	0	0	0	2	0	0	0	0	40	0	0	1	1	0	1	0	0	933	772	0	9	105	0	0	208	0	53	0	222	95	4	57	3
723	0	15	1	0	0	1	0	0	1	0	40	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
724	0	0	101	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
725	0	1	0	0	0	0	0	3	30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
726	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
727	0	0	0	0	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
73	92	29	33	26	12	30	166	1342	40	88	10	2	26	8	92	17	1	1	1	39	3	1	3	5	4	11	9	24	1	4	0	4	12
730	5	2	6	1	2	11	3	8	3	0	1	2	2	19	3	0	0	0	0	1	1	0	0	0	4	0	1	2	0	0	0	0	0
731	15	4	4	0	0	0	0	0	24	2	0	0	3	0	5	1	0	0	0	0	0	0	2	1	0	71	0	0	0	0	0	0	0
733	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	13	0
734	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	41	6
736	0	31	10	0	4	17	0	1	0	0	17	3	0	14	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
737	0	0	9	0	0	5	0	0	0	0	0	12	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	1	0	16	0	0	0	0	0	0	0	1	2	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0
74	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	24	0	195	352	0	1335	0	0	0	0	0	0	0
740	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	12	0	2	5	0	1	0	7	0
741	0	0	0	0	0	1	0	2	38	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
742	0	0	0	1	1	0	0	2	0	0	3	12	0	33	0	1	0	0	0	2	0	0	2	0	0	3	2	1	0	0	0	0	0
743	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	23	0	0	0	0	0	0	0	0	0
744	1	28	79	4	4	9	0	0	0	0	1	1	2	43	1	0	0	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0
746	0	0	2	0	0	0	0	0	0	0	7	1	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	16
747	0	0	0	0	0	0	2	0	0	15	0	0	0	1	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	0	0	0	0	0	0	0	0	0	0	0	1	2	0	30	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0
749	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1883	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
750	13	11	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	5	0	7	17	0	0	0	0	0	5	0	1	0
751	46	18	7	0	5	9	0	1	1	0	3	1	0	2	24	1	5	7	4	0	30	0	3	8	1	0	5	22	2	6	4	1	0
752	1	1	2	2	0	1	2	2	0	2	0	0	0	4	1	1	0	0	0	1	1	1	0	1	0	1	0	1	2	0	0	1	0
753	3	1	1	2	0	2	0	1	1	1	1	0	0	1	1	1	1	0	1	0	2	0	1	1	0	0	0	2	1	1	1	2	1
754	0	11	0	2	8	0	0	3	0	1	33	1	0	0	1	2	0	0	0	0	0	10	0	0	0	0	0	0	1	0	1	1	7
755	0	7	0	0	1	0	3	2	6	3	15	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0
756	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	25	0	0	1	0	0	0	0	6	0
757	0	3	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	4	0	0	1	0	0	1	0	1	3	0	0	1	5	8
758	0	1	0	0	0	0	4	7	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0
759	0	0	3	0	2	23	0	1	44	0	2	3	0	0	0	9	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
76	1	1	0	10	0	46	35	3	0	863	4	0	0	1	285	4	248	114	21	0	9	0	350	13	4	189	3	3	0	2	65	44	3
760	0	0	4	0	0	11	0	0	0	0	0	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	0	0	12	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
763	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	0	0	1	0	0	3	0	0	0	0	1	6	0	14	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	0	1	0	0	0	2	1	0	12	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
766	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
767	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
769	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	56	0	1	0	0	0	0	0	0	0	0	0	0
77	1	0	0	0	0	0	0	0	56	1	0	2	2	0	1	0	0	862	755	0	8	103	0	0	198	0	51	0	215	103	4	46	0
770	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	38	0	0	0	0	0
772	5	1	7	0	0	1	0	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
773	1	6	3	0	0	5	1	1	0	2	0	0	4	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	0	4	0	0	0
774	1	51	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	6	9	0	0	1	0	0	0	0	1	19	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
776	0	37	0	0	1	0	1	8	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777	0	12	1	0	7	0	0	3	0	1	1	0	0	1	0	3	2	1	12	0	0	1	0	0	0	0	0	2	0	1	0	1	10
778	0	11	0	1	0	1	0	0	0	0	22	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
779	2	17	0	0	7	0	0	3	0	1	16	1	0	3	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
78	173	134	1	1112	108	12	0	41	4	4	16	3	109	83	21	65	2	1	0	0	0	1	1	1	6	1	0	0	0	0	4	1	0
780	0	0	4	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0
781	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	0	0	7	0	0	6	0	0	4	0	0	1	0	1	0	5	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
783	0	0	0	0	0	1	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
784	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786	0	0	0	0	0	0	0	0	0	0	0	20	0	13	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787	0	0	0	0	0	0	0	0	0	0	0	9	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0	0	0	0	0	9	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2351	0	0	0	0	1	1	1	0	0	0	1	0
790	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	3	0	0	0	0	0	0	0	0	0
792	0	2	1	0	0	1	0	0	5	0	5	3	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
793	0	9	0	0	1	1	0	3	1	0	16	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
794	0	1	0	1	0	0	0	11	13	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
795	0	5	0	0	18	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
796	1	1	1	2	1	0	0	1	0	1	2	2	0	1	3	1	2	0	1	3	0	0	4	2	0	0	0	0	3	0	1	0	2
797	0	0	4	0	0	0	0	0	0	0	0	10	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	1	1	1	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	2	0	0	0	3	2	0	1	8	0
8	14	3	1555	4	1	308	0	0	55	1	15	3644	0	3470	5	4	1475	727	407	0	2	3	137	72	352	994	1203	827	6796	25	154	61	2
80	62	77	98	60	21	56	45	81	63	73	73	90	26	88	32	52	9	0	19	24	42	65	52	112	0	19	0	49	36	44	26	51	29
800	0	0	0	0	0	12	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
801	0	0	1	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	27	0	4	0	0	0	1	0	0	1	0	0	0	0	0
806	5	10	0	0	0	0	0	0	1	0	0	0	0	0	3	9	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0
807	5	5	3	0	0	2	0	3	0	1	0	0	15	1	26	10	0	0	0	1	70	0	0	31	2	3	0	27	45	36	0	0	0
81	276	8	0	0	1	0	0	0	0	1	0	9	0	0	5	1	59	20	30	0	0	40	0	1	2	0	14	0	1	0	89	347	1313
810	1	2	2	0	0	1	1	0	2	1	1	3	0	2	1	0	1	0	2	1	1	0	1	1	0	0	0	2	0	1	2	1	0
812	0	1	0	0	1	0	74	0	1	25	0	0	0	1	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
813	0	0	0	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	0	0	0	0	18	2	0	7	0	0	0	1	0	0	1
814	0	0	0	0	0	1	0	0	0	0	0	0	21	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
817	2	1	4	1	0	4	1	0	3	1	3	4	1	0	1	1	0	0	2	1	0	1	0	1	0	0	0	0	1	1	1	0	1
818	0	2	5	0	0	0	0	0	0	0	0	15	0	21	0	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
819	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	26	0	0	45	0	0	0	1	0	562	0	1	0	68	0	0	0	1243	0	0	0	0	0	0	1	0	0	0	14	1	0
820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	1	4	0	0	0	0	0	0	9	0	0	0	0	1	1	1	0	0	0	0	2	0	0	13	0	0	0	0	0	1	0	0	0
822	1	4	0	0	14	2	0	2	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
823	1	5	0	4	7	0	0	1	0	0	10	0	0	0	0	0	0	1	0	0	1	5	1	1	0	0	0	0	0	0	0	1	0
824	0	3	0	0	0	0	0	1	2	1	3	2	0	5	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
825	0	2	1	0	0	0	0	0	0	0	0	4	10	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	0	1	0	0	16	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0
827	0	1	5	0	0	6	0	0	12	0	0	25	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0
828	0	1	0	1	1	3	0	2	1	0	1	0	0	0	1	2	0	0	1	4	8	0	2	4	2	3	1	0	0	0	0	2	1
829	0	1	0	0	0	0	0	0	7	0	0	0	0	0	6	1	0	0	0	0	4	0	2	0	0	0	0	0	14	4	0	0	0
83	67	81	89	61	18	64	45	74	66	76	76	103	23	90	40	51	20	0	19	32	33	45	59	118	0	17	0	40	38	43	28	38	34
830	0	0	0	0	0	0	0	2	19	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0
831	0	1	1	0	0	0	0	0	21	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
832	0	1	13	0	0	2	0	0	0	0	2	17	0	18	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
833	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
834	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	28	0	0	1	0	0	0	0	0	1	0	0	0
836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
841	26	15	11	0	5	8	1	0	0	0	1	2	0	3	51	0	2	9	7	0	72	0	9	47	2	0	17	15	3	10	5	1	0
842	2	2	4	1	0	0	2	1	1	1	1	1	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
