ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC
172	0	0	0	0	0	0	0	0	603	0	0	0	0	0	11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
173	0	20	51	1	2	1	0	3	1	0	202	58	1	109	0	180	2	0	2	0	0	0	0	0	0	0	0	0	0	0	27	7	27
174	5	2	0	0	17	0	85	116	96	34	0	0	13	2	76	6	0	7	2	0	32	1	16	38	0	4	23	1	0	32	3	13	4
176	6	8	0	0	3	0	14	8	4	5	3	1	0	4	4	1	0	0	0	563	18	0	6	1	0	2	2	1	0	0	0	4	5
177	0	2	118	0	1	18	0	0	0	0	4	163	0	462	0	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	23
178	41	38	0	249	30	1	0	12	0	1	4	1	32	31	4	19	52	9	0	0	0	4	1	75	27	0	2	0	0	0	11	3	4
179	0	0	1	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18	7	16	7	7	3	2	17	5	5	43	0	2	8164	26	16	1	20	87	33	0	104	68	0	89	54	2	68	253	10	25	28	16	1
180	51	3	55	0	0	2	5	0	0	287	0	9	0	7	145	3	14	121	14	0	8	70	5	2	68	6	20	17	1	3	3	44	62
181	0	2	2	1	2	2	0	3	0	1	2	12	0	6	1	289	0	0	0	0	0	4	0	0	0	0	0	0	0	0	263	1	137
182	0	0	0	0	0	40	0	2	145	0	0	42	0	0	1	0	7	37	3	0	229	0	11	96	0	6	54	0	2	0	0	7	0
183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	467	0	0	0	0	0	0	1	1	0	0
184	2	0	4	0	0	0	0	0	0	0	0	15	0	2	0	10	11	0	12	0	0	0	0	0	0	0	0	0	0	0	461	62	2
185	0	0	0	27	0	4	0	0	0	1	0	1	38	89	0	1	107	82	2	0	509	13	24	108	5	23	288	38	9	11	8	10	0
186	4	1	1	0	0	1	1	0	0	1	0	0	1	711	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
187	0	0	0	4	0	0	0	0	0	0	1	4	0	4	0	0	5	5	0	0	21	0	245	5	3	357	27	33	0	4	0	0	0
188	3	0	4	0	0	3	0	3	38	0	1	0	16	18	1	72	1	1	0	0	5	0	7	2	1	0	2	0	558	3	4	2	0
189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	599	10
19	2	686	776	1	0	6	1	2	15	3	1209	403	0	1714	1	5045	4	1	2	0	1	2	1	2	0	0	2	0	2	1	3	1	1
191	21	4	0	19	6	0	22	31	5	146	31	0	84	0	24	0	0	0	0	0	4	1	67	2	172	0	3	1	0	0	0	0	0
192	52	0	13	252	28	0	13	0	0	1	0	2	302	7	57	1	22	221	14	0	29	4	9	65	25	13	295	51	7	7	4	49	0
193	5	3	0	0	0	9	0	3	136	0	0	1	32	0	3	4	0	0	1	0	24	0	27	86	0	282	0	0	0	0	0	1	3
195	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	103	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	691
196	0	0	0	0	0	0	0	0	0	0	0	0	470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	1	0	40	0	0	8	0	0	30	1	0	44	0	30	1	0	1	24	19	0	0	10	58	3	18	86	12	35	0	0	132	129	1
199	1	57	265	0	4	19	0	0	1	0	68	21	0	47	1	100	2	1	13	0	0	0	0	0	0	0	0	0	0	0	12	3	16
2	2649	114	129	2	3	7	71	33	1758	3452	15	365	656	56	80	31	1	3432	300	0	96	2575	375	5232	260	0	514	40	1	9212	29	652	659
20	36	48	10	0	2	28	3	13	104	5	4	1	1	10	18	3	2	0	1	6906	102	1	8	44	3	751	1	16	1	21	2	1	5
201	0	74	394	0	12	50	0	4	4	1	5	2	1	197	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
202	180	14	7	1	3	99	0	2	213	1	11	11	1	2	9	7	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	2	5
204	0	0	0	2	1	0	37	1	0	48	0	1	4	7	1	0	81	45	0	0	2	70	0	9	67	1	9	193	5	22	36	4	0
205	0	10	12	0	0	432	0	0	12	0	54	168	0	17	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
207	1	1	1	12	1	0	7	6	81	16	1	0	27	1	14	0	1	0	0	1	7	3	4	9	2	9	3	2	341	33	3	3	1
208	0	1	3	0	0	23	115	218	26	0	0	6	1	6	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	3
209	0	0	0	0	0	69	0	0	399	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
21	0	6	2	0	0	3	0	2	2	0	2	11	0	2	0	411	0	0	2	1	0	2	3	4	0	0	0	0	1	0	1	0	7425
210	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	61	0	496	0	0	26	0	0	1	0	2	0
211	2	0	0	0	0	0	0	0	0	0	0	12	4	3	0	0	0	297	0	0	0	5	2	218	0	0	0	0	0	19	0	0	0
212	1	0	0	0	0	1	2	0	240	88	0	2	1	0	2	0	0	1	1	0	3	0	28	6	11	1	0	14	0	75	0	1	0
214	0	1	366	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	169	0	8	0	0	0	0	0	0	0	0
215	0	1	0	0	0	0	0	0	388	1	0	25	0	6	1	0	0	0	0	0	0	0	1	0	0	28	0	0	0	3	0	0	0
216	2	1	38	0	3	186	0	5	0	0	1	2	212	6	2	3	1	0	0	0	0	0	0	1	0	0	0	0	91	0	2	0	2
217	0	1	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	321	0	0	28	0	0	0	0	0	0	0
218	1	1	0	8	2	0	5	0	1	288	0	0	49	1	6	0	0	0	1	0	0	3	0	0	57	0	0	0	9	61	16	0	0
219	92	30	52	0	0	1	0	0	13	1	0	4	14	404	5	5	1	1	0	0	0	1	0	0	0	0	0	0	35	1	2	0	8
22	3	1680	7	56	5917	111	20	54	3	12	431	87	4	5	31	24	2	6	14	3	5	73	1	2	7	0	7	30	2	0	1	13	7
220	2	2	0	0	2	0	0	8	0	2	0	0	0	0	1	0	0	29	56	0	0	43	0	0	4	0	3	0	158	5	125	15	29
221	0	0	1	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	4	0	0	0	1	0	0	0	0	0	0	0
222	27	14	28	0	0	1	0	4	26	0	1	63	4	152	5	210	0	0	0	0	0	0	5	1	10	0	1	0	0	0	2	1	0
224	52	9	1	1	4	5	28	161	64	2	4	1	7	1	2	1	1	0	1	6	1	0	9	1	2	24	0	0	2	8	2	3	3
226	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	529	0	0	0	0	0	0	0	0	0
227	6	5	0	0	3	1	3	3	0	41	3	9	1	1	9	4	21	9	14	0	7	0	0	0	1	36	2	1	0	0	161	110	23
228	4	3	0	0	24	1	19	240	21	0	2	0	0	8	4	3	0	0	0	0	1	0	3	3	0	1	0	0	0	0	1	4	0
229	10	11	24	9	6	13	10	20	12	14	11	20	7	14	6	7	2	0	4	5	10	10	6	16	0	2	0	11	6	7	4	11	4
23	19	59	5	6	1387	1	28	86	40	438	34	17	1	2	102	1	2	5	7	0	3	407	18	4	1468	3	141	4544	0	294	2	8	0
231	5	3	0	1	10	0	316	15	8	53	0	0	1	2	49	0	0	1	3	0	5	0	1	8	1	0	4	2	0	1	0	2	0
233	0	0	0	0	0	0	1	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	45	84	0	4	7	0	2	5	0	8	208	2	14	1	16	0	0	0	1	0	2	3	1	1	6	0	4	11	0	0	1	0	0
235	0	0	2	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	388	0
236	1	8	0	0	0	0	0	3	0	0	0	1	3	0	380	2	0	0	0	0	1	0	0	31	0	0	0	0	0	1	0	0	0
237	0	0	0	4	1	1	7	3	0	264	0	0	17	1	5	0	0	1	0	0	0	0	2	0	46	1	0	0	13	58	24	0	0
238	5	3	2	3	2	1	17	273	16	1	1	0	0	3	1	0	0	0	1	0	0	0	0	1	3	0	1	1	0	1	0	1	0
239	1	0	92	0	0	1	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24	361	20	16	602	306	1	3939	186	2	387	1	13	51	2	223	3	1	18	0	0	0	3	0	41	1	0	32	7	0	211	0	0	0
240	0	1	0	1	4	0	70	111	13	1	0	0	0	0	0	0	0	0	2	0	1	0	3	2	23	46	0	20	0	1	0	0	1
241	0	0	0	0	7	1	0	1	0	0	2	11	0	5	0	7	55	0	7	0	0	0	0	0	0	0	1	0	0	0	289	37	3
243	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
244	15	32	3	0	1	50	0	3	2	1	120	10	1	23	4	84	0	1	0	0	0	0	0	1	2	0	1	1	6	1	6	9	6
245	1	97	1	5	273	11	6	28	2	7	85	8	3	0	9	3	1	5	10	0	2	23	4	1	9	1	4	51	1	0	0	2	10
247	4	2	0	0	0	0	0	0	0	1	1	6	0	0	0	1	11	0	9	0	0	1	0	0	0	0	1	0	0	0	80	118	253
248	0	0	0	0	0	0	52	25	0	14	0	1	0	0	1	0	1	6	30	0	0	5	0	0	3	0	183	14	0	0	3	1	1
249	1	1	1	0	0	379	0	1	68	0	0	144	0	0	0	0	1	10	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
25	1	1787	9	0	15	0	0	6	4	2	5523	58	0	123	1	0	0	1	25	46	0	2	0	1	1	0	10	0	1	0	0	1	0
250	0	0	1	0	0	6	0	0	1	0	0	34	0	3	1	0	0	70	5	0	0	4	1	1	0	78	113	3	0	0	1	536	0
251	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	1	141	35	0	9	29	0	5	38	0	44	5	0	40	0	17	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
253	0	2	0	4	1	5	0	0	98	1	2	1	1	0	1	1	0	0	1	0	118	0	39	22	0	116	1	0	0	1	0	1	0
254	0	0	0	0	1	0	0	0	36	0	0	1	0	0	0	0	0	0	1	0	1	0	115	54	0	120	0	0	0	25	0	0	0
255	0	0	492	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	2	6	3	0	2	7	6	238	6	1	2	0	5	12	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
259	16	3	2	0	1	6	0	0	328	1	2	1	0	2	8	3	0	0	0	0	0	0	0	1	11	0	0	70	0	87	0	1	0
26	21	9	2	0	1	9	4	46	9	9	5	1	113	53	12	4	50	71	2	4874	59	12	14	197	39	190	19	370	51	62	19	51	9
260	0	0	1	0	0	13	0	0	0	0	0	91	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	5	7	70	5	2	126	0	0	0	0	0	1	10	18	9	80	1	1	4	0	26	0	0	5	11	0	3	293	0	19	1	0	0
262	0	4	27	0	0	2	0	0	10	0	18	298	0	19	0	30	4	0	3	0	1	0	0	0	0	0	0	1	0	0	10	4	1
263	0	4	38	0	1	0	0	0	59	0	11	5	0	248	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	0	2	47	0	0	0	0	0	9	1	10	1	0	19	13	235	0	3	0	0	24	0	13	0	12	27	4	0	0	36	5	9	0
266	0	2	3	0	0	0	0	0	0	0	4	0	0	1	1	21	49	0	0	0	0	0	0	0	0	0	2	0	0	0	175	122	0
267	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0
268	0	0	6	0	0	0	0	0	0	0	3	10	0	20	0	73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	262
269	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	83	1	0	0	0	0	0	0	0	209	0	0	0	0	43	0
272	6	7	8	0	1	0	0	0	0	0	0	0	1	1	0	0	7	5	293	0	0	1	0	0	4	0	1	10	0	1	5	1	4
273	0	1	0	0	0	4	2	0	0	214	0	0	1	0	90	0	1	41	8	0	5	0	3	2	1	1	0	0	0	0	0	11	0
275	5	0	7	0	0	3	0	0	0	54	0	4	2	51	13	1	192	56	3	0	137	14	31	13	3	22	25	4	2	3	10	8	1
276	5	16	1	0	1	0	0	0	2	212	0	1	0	0	1	0	0	1	0	0	0	3	0	1	44	3	2	3	0	0	0	0	0
277	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	251	0	0	0	0	0	0
278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	1	2	0	8	10	2	18	138	21	2	7	1	12	0	0	1	0	0	2	0	4	0	1	0	1	0	2	2	0	1	0	3	2
28	3	0	5	5264	118	4	0	3	0	1	1	0	1	10	6	0	1	1	0	0	0	1	6	0	2	20	10	0	2	1	0	4	1
280	0	0	0	0	0	0	0	3	0	2	0	0	46	0	0	0	0	268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
282	0	2	1	0	0	2	0	0	0	0	0	0	0	0	2	0	8	0	0	0	239	0	18	93	0	1	0	3	0	0	1	0	0
283	10	0	3	0	0	4	0	0	1	3	1	60	0	5	8	0	1	21	9	0	0	7	1	22	15	31	3	1	250	122	0	1	0
285	10	10	11	8	1	6	7	16	9	16	7	11	3	18	3	8	1	0	4	4	7	9	8	13	0	4	0	7	6	3	3	5	5
287	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	0	0	157	0	0	86	0	0	62	0	0	36	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	243	5	0	0	0	0	0	0	0	0	0	0	0	0	35	30	0
291	1	5	8	2	0	1	13	92	52	0	9	2	8	2	1	0	0	1	0	0	26	1	0	2	0	0	5	1	1	0	0	1	0
292	0	1	0	0	3	0	0	3	0	0	1	0	187	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0
293	0	0	2	0	0	8	0	1	1	0	0	0	0	2	0	0	289	0	0	0	0	0	5	0	0	0	0	0	0	0	0	14	0
295	10	17	0	4	226	3	1	5	1	4	10	1	0	0	1	0	0	6	3	0	1	6	0	0	2	1	3	13	0	1	1	1	0
297	2	3	0	0	1	0	1	0	9	0	8	0	1	1	52	29	1	1	0	0	4	1	1	7	4	50	2	17	12	5	34	0	0
298	40	0	0	0	1	0	1	15	0	6	0	1	0	0	118	0	1	1	1	0	3	4	1	1	0	2	7	0	0	0	5	7	34
299	1	3	4	0	1	0	0	0	0	0	0	1	0	3	0	3	50	3	12	0	1	0	0	0	0	0	0	0	0	0	423	585	55
3	4	526	1	136	405	0	178	166	6	3412	109	1	21	1	2402	6	0	482	1493	1	7	9977	369	27	6163	14	698	957	2	116	1	1044	0
30	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	0	2	9	0	4425	16	0	30	43	2	688	0	23	3	12	12	1	0
300	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	0	3	1	0	1	10	0	0	0	7	10	18	0	0	0	4	22	1	1	0	2	0	0	0	0	52	0	0	0	0	79	36	27
302	51	21	6	131	24	11	59	204	20	16	14	4	21	38	26	8	0	3	3	51	14	2	4	8	6	20	17	53	1	6	2	4	7
303	147	56	0	0	28	0	0	10	0	0	9	0	0	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
304	0	1	1	0	1	2	0	0	0	0	0	2	0	2	0	68	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	379
306	5	3	1	171	46	7	0	8	6	0	1	0	1	2	1	0	0	1	0	8	10	0	1	3	0	4	2	0	0	1	0	0	0
307	0	0	0	0	0	0	15	41	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	0	0	3	0	1	0	0	0	0	0	1	4	0	13	1	11	1	17	0	0	0	1	0	0	0	0	0	0	0	0	76	110	8
309	1	0	1	1	1	3	8	101	64	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
31	1	2	1	1	2	1	769	3371	94	2	5	0	11	1	2	0	0	2	1	0	50	3	0	0	0	1	0	2	1	1	1	1	1
310	4	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	1	18	0	0	15	0	0	0	0	0	0	103	0	75	7	13
311	20	0	0	0	0	1	6	0	0	3	0	0	1	0	25	0	0	45	3	0	32	0	4	32	0	32	47	2	0	0	1	14	0
315	2	2	2	2	0	0	11	136	6	1	7	1	7	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
316	0	0	135	0	0	0	0	0	0	0	0	130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	0	0	1	0	0	0	0	0	0	1	0	1	6	24	2	2	16	2	0	0	184	1	1	23	3	18	0	9	0	1	5	0	0
318	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	15	0	0	0	1	3	15	1	102	4	24	0	0	0	0	0
319	2	49	0	0	0	0	0	0	0	1	168	1	5	1	1	6	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	40
32	11	1610	1931	153	39	2963	11	5	368	19	190	581	2	440	41	175	14	167	8	0	98	63	8	21	80	6	248	140	1	17	26	69	38
320	0	0	4	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	29	0	10	0	0	158	0	2	0	0	0
321	5	0	18	11	3	13	0	0	0	8	13	17	0	11	14	12	5	4	0	8	3	0	6	21	0	0	0	0	14	11	9	7	6
322	0	2	12	0	0	0	0	0	28	0	7	5	0	178	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	16	1	5	0	0	46	0	0	144	4	4	0	0	1	7	19	0	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	1
325	0	0	1	0	0	2	0	0	0	0	0	0	182	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
328	0	0	0	0	1	0	5	82	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	18	34	0	3	0	1	0	0	0
329	4	4	0	0	222	0	5	23	0	1	2	0	0	1	2	0	0	0	1	0	1	0	8	1	2	0	0	0	0	0	0	0	0
33	4	6	1	1	4	161	0	5	34	1	13	110	4	0	128	0	3009	85	30	1	389	0	1606	217	2	56	197	1	243	4	396	76	2
330	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0
332	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	109	1	15	0	2	0	0	0
333	41	0	0	0	0	1	2	0	0	0	0	10	0	0	3	0	0	61	14	0	0	2	0	70	29	7	1	0	0	47	0	1	0
334	3	3	0	0	0	0	0	0	170	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	1	0	140	0	0	76	0	0	43	0	0	20	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
336	0	0	0	0	1	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
337	15	0	11	0	1	0	2	0	0	2	0	2	263	0	2	0	0	1	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0
338	1	1	1	0	0	4	0	0	175	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	0	0	1	0	0	431	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
34	12	2	18	0	0	1	1	0	0	2	0	6	0	25	4	68	1	6	3	0	0	394	0	0	1194	55	1066	14	2	3	79	1911	763
340	0	0	0	4	0	0	0	0	0	3	0	0	168	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
342	5	4	0	0	0	325	0	0	1	3	6	1	0	3	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
343	4	11	0	0	0	0	0	1	3	106	5	1	0	0	0	0	0	0	0	0	0	2	0	0	57	2	1	2	0	0	0	1	0
344	17	3	5	0	0	1	0	3	3	0	0	23	2	57	3	92	1	0	0	0	1	0	2	0	2	0	0	0	0	1	0	1	1
348	0	6	1	0	200	3	0	28	100	7	0	42	0	5	0	1	0	1	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0
349	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	12	5	14	19	5	7	6	0	1	2	1	7	20	9	6	0	2	814	10	0	3210	470	38	428	86	29	801	319	1	157	0	27	7
350	9	36	13	0	0	2	1	3	1	2	3	1	1	25	11	102	0	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0
352	1	0	0	0	0	0	1	41	0	30	5	0	0	0	1	0	0	0	0	0	1	0	4	0	104	0	0	0	0	0	0	0	0
353	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
354	1	0	10	0	0	29	0	19	104	0	0	3	0	28	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0
355	2	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	35	36	0	0	18	0	0	5	0	3	0	81	4	52	8	14
356	0	0	4	0	0	0	0	1	0	7	0	14	0	51	3	0	0	0	0	0	0	10	0	0	0	0	0	0	33	36	34	1	1
357	3	2	1	5	25	2	2	3	5	1	3	0	0	0	1	0	0	1	0	60	7	0	20	8	0	68	0	0	0	0	0	1	1
358	0	3	10	0	0	3	0	0	1	0	41	2	0	12	0	7	9	1	41	0	0	2	0	0	0	0	1	0	0	1	1	8	39
359	0	1	0	3	2	0	1	7	2	43	1	0	1	2	15	2	0	4	1	7	96	5	3	3	7	2	16	30	1	6	1	5	6
36	24	10	5	0	5	1	0	0	0	17	9	4	49	142	11	0	77	907	562	0	746	58	43	4	137	174	1327	1376	1	1	41	72	63
361	3	4	3	0	1	0	0	0	0	0	0	1	0	1	0	0	3	3	153	0	0	1	0	0	2	0	0	6	0	2	1	1	1
362	1	0	0	0	0	87	0	0	121	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
364	0	24	8	0	1	2	0	0	0	0	11	147	0	12	0	21	8	1	2	0	0	0	0	0	0	0	0	0	0	0	21	3	6
365	0	1	0	0	0	0	0	1	176	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
366	0	0	42	0	0	0	0	0	0	0	0	204	0	53	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
367	0	0	30	0	0	0	0	0	57	0	0	126	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	8	11	10	1	2	3	7	11	7	7	7	2	2	8	2	0	1	0	1	5	2	0	4	12	0	2	0	5	1	2	3	10	3
369	0	3	25	0	0	3	0	0	0	0	45	164	0	14	0	11	3	3	14	0	0	4	0	0	0	0	0	0	0	0	2	6	34
37	1	1	5	0	0	29	0	3	3	0	1	1	39	1	9	0	0	0	1	0	3822	1	1	58	4	1152	2	8	22	20	0	1	0
370	0	0	3	0	0	103	0	0	110	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	0	4	72	0	0	4	0	0	8	0	12	44	0	13	0	24	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
373	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	15	0	119	8	0	0	0	0	0	6	0	2	0
374	1	10	22	0	4	56	2	0	30	0	35	4	0	0	1	20	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	4
375	0	4	23	0	0	2	0	0	7	0	14	106	0	17	0	23	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0
378	0	0	0	0	0	0	0	0	1	0	0	0	2	0	199	0	0	0	0	0	1	0	4	2	0	0	1	0	0	2	0	1	0
379	4	3	5	1	0	2	2	0	0	125	0	4	15	1	51	0	3	133	16	0	13	6	3	2	0	0	18	8	3	0	4	15	0
38	4	4	1	2	66	0	2997	279	48	430	1	1	2	2	61	3	0	2	1	0	7	1	3	26	8	0	5	0	0	10	0	6	3
380	2	175	1	3	2	1	0	6	0	1	5	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
381	0	9	21	0	0	0	0	0	0	0	58	3	0	24	0	25	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
382	0	0	0	5	0	0	0	3	0	82	2	0	0	0	6	0	0	2	0	0	0	3	0	0	37	0	0	0	0	1	0	0	0
383	1	0	0	0	0	3	0	0	1	0	0	15	0	3	0	0	0	0	0	0	0	0	1	1	0	0	159	0	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	2	0	148	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
385	0	2	47	0	0	4	0	0	8	0	6	72	0	5	0	13	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
386	1	0	1	0	0	0	2	0	0	101	0	1	0	1	30	0	4	11	4	0	0	0	3	0	1	0	0	0	0	0	2	3	1
387	1	8	1	0	2	3	0	0	4	1	6	2	5	7	1	5	1	1	0	11	176	2	0	1	0	5	1	9	0	9	0	1	4
388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	151	0	0	0	0	1	0
39	11	10	67	0	1	3	2	0	1	0	18	26	0	73	2	64	924	73	651	0	5	18	3	1	31	0	36	0	2	1	1038	298	1548
390	0	0	5	0	0	17	0	2	108	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	2	8	0	0	0	0	0	0	2	119	1	0	0	0	1	0	0	0	0	0	0	2	0	0	18	0	0	1	0	0	0	0	0
392	31	3	0	9	8	2	1	1	6	0	0	0	0	1	5	4	1	0	0	25	13	0	3	17	0	1	2	1	0	51	0	1	0
393	38	60	0	8	18	0	1	3	0	8	105	1	1	0	14	0	1	1	1	0	3	7	3	0	13	0	5	10	0	0	0	1	0
394	16	8	1	0	1	0	0	0	0	11	6	1	1	0	27	1	0	4	1	0	5	0	6	64	0	6	12	5	11	3	0	4	3
